text,qid,location_name,country,continent,signal_type,ambiguous_name,other_referents,source
"United Announce Community Stadium Open Day in Temple District

United have announced a community open day at their stadium near the temple district, offering free tours, coaching clinics, and food stalls in what United describes as its largest public engagement event of the year.

The event, scheduled for the final Saturday of the month, will include behind-the-scenes stadium tours, penalty shootout competitions for children, autograph sessions with first-team players, and a charity auction of signed merchandise. ""We want people to feel this is their club — a place they belong, not something behind a fence that they only see on television,"" a club communications officer said.

The stadium, situated in the area where golden temple spires catch the last of the evening sun above the treeline, draws supporters from across the sprawling metropolitan area on match days. The skytrain stop adjacent to the ground makes the venue accessible, but traffic congestion on surrounding roads remains a persistent matchday headache that the club hopes the open day will help address by encouraging fans to use public transport.

The open day will feature displays from United's community programmes, including a youth literacy initiative that has distributed over 10,000 books to schools in low-income areas, and a women's football development scheme that has grown from 30 participants to over 200 in its first two years. A health screening station will offer free blood pressure and blood sugar checks, developed in partnership with a local hospital group.

Organisers expect over 3,000 visitors across the day and have arranged additional skytrain services to handle the expected demand. Food vendors from the area surrounding the ground have been invited to operate stalls inside the stadium concourse, bringing the street food culture that fans associate with match days into the event itself.",Q1861,Bangkok,Thailand,Asia,C,United,Manchester United; United Airlines; Leeds United; Newcastle United; dozens of clubs named United worldwide,journalistic
"Esperance Derby Generates Record Matchday Revenue for Club

The latest Esperance derby has generated record matchday revenue, with ticket sales, merchandise, and food concessions all surpassing previous highs by a significant margin.

The fixture, played in front of a capacity crowd in the late afternoon heat, saw an estimated $250,000 in direct revenue across the match day. ""Derby day is the biggest economic event on our calendar — the medina is buzzing for hours before kickoff and the celebrations or commiserations continue long after the final whistle,"" a club commercial director said.

The surrounding medina quarter, with its narrow souks, tiled archways, and café terraces, fills with supporters on derby day, creating an atmosphere that extends well beyond the stadium walls. Street vendors selling traditional pastries, mint tea, and grilled merguez sausages report their busiest trading days of the year during derby weekends, with some setting up temporary stalls on side streets to capture the overflow foot traffic.

The record revenue comes at an opportune time for the club, which has been planning upgrades to its stadium's ageing seating infrastructure for several years. The current stands, built in the 1960s, no longer meet modern comfort or safety standards, and several sections have been closed to spectators on safety grounds, reducing the venue's effective capacity.

Esperance says it will direct a portion of the derby revenue toward a feasibility study for a new north stand, which would add approximately 5,000 seats and include modern hospitality facilities. A full business case is expected to be presented to Esperance's board before the end of the current season.

Separately, Esperance has announced extended merchandise opening hours at its stadium shop in response to the demand observed on derby day, with online sales also reportedly surging in the days following the match.",Q948,Tunis,Tunisia,Africa,C,Esperance,"Esperance, Western Australia; Esperance (ship); L'Esperance (various); Cape of Good Hope/Esperance",journalistic
"Wranglers Announce Community Skating Programme Along Frozen Riverfront

Wranglers have announced a free community skating programme for young fans, using the frozen riverfront pathway adjacent to their training facility as the venue for weekly learn-to-skate sessions.

The programme, open to children aged 5 to 12, runs on Saturday mornings and combines skating fundamentals with basic hockey skills. ""The chinook winds make outdoor ice unpredictable here, but when conditions are right there is nowhere better to learn to skate than on natural ice with the mountains in the background,"" a Wranglers community officer said.

The dramatic temperature swings caused by chinook weather events, where warm Pacific air descends rapidly over the mountain barrier and raises temperatures by 20 or even 30 degrees within hours, present unique challenges for outdoor ice programming. The Wranglers say sessions will be confirmed 48 hours in advance based on ice thickness measurements, with an indoor arena available as backup.

The riverfront pathway, with the mountain foothills rising sharply to the west and the downtown skyline visible to the east, provides a spectacular setting for the programme. Parents are welcome to skate alongside their children, and the Wranglers have partnered with a local equipment supplier to provide loaner skates and helmets for families who do not have their own.

The first session attracted over 60 participants despite temperatures of minus 15, suggesting strong community demand. Wranglers say they will assess capacity after the first month and consider adding a second weekly session if the ice conditions allow. The programme is part of a broader community engagement strategy that the Wranglers describe as essential to building a fanbase in a market dominated by the city's established professional teams.",Q36312,Calgary,Canada,North America,C,Wranglers,Wrangler (jeans brand); wrangler (cowboy/horse handler); Arizona Wranglers; Las Vegas Wranglers; wrangler (data science term),journalistic
"Real Launch Environmental Campaign Focused on Salt Flats and Great Lake

Real have launched a season-long environmental awareness campaign focused on the salt flats and great lake ecosystem, using match days to distribute educational materials and engage fans with conservation issues.

The campaign, developed in partnership with a regional environmental trust, highlights the ecological significance of the lake and the impact of urban growth on the surrounding watershed. ""The salt flats shimmer on the drive to every away match, and most fans have no idea how fragile that ecosystem actually is,"" a campaign coordinator said. ""If we can get even a fraction of our supporters to think differently about water use and runoff, the impact would be enormous.""

The great lake, one of the largest inland bodies of salt water in the hemisphere, provides critical habitat for migratory birds and supports a brine shrimp industry that feeds farmed fish across the western regions. However, the metropolitan area's rapid growth has placed increasing pressure on the watershed through urban storm water runoff, industrial discharge, and the diversion of tributary rivers for residential water supply.

The campaign features informational displays at the stadium concourse, a dedicated social media series profiling the lake's wildlife, and a matchday recycling initiative that rewards fans who use designated waste streams with small prizes. The environmental trust is also running school visits in partnership with Real's community department, reaching approximately 2,000 students across the autumn term.

The salt flats surrounding the lake, which glow pink at certain times of year due to algal blooms and are visible from elevated points across the city, have become a popular photography destination — a cultural connection the campaign is deliberately leveraging.

The environmental trust says the partnership represents a new model for conservation outreach, noting that sports fans constitute a demographic that traditional environmental messaging frequently fails to engage.",Q23337,Salt Lake City,United States,North America,C,Real,Real Madrid; Real Sociedad; Real Betis; real (currency); real (adjective); Real (multiple clubs worldwide),journalistic
"Dynamos Begin Stadium Safety Improvements After Independent Review

Dynamos have begun a programme of safety improvements at their home ground, following an independent review that identified significant structural and crowd management deficiencies requiring urgent attention.

The improvements include new perimeter fencing, upgraded turnstile systems with electronic counting, improved emergency exit signage, and the installation of CCTV cameras at all entry and exit points. ""The safety of everyone who comes through these gates is non-negotiable, and we have to be honest that the current infrastructure has fallen behind acceptable standards,"" a club operations manager said.

The stadium, located along one of the city's jacaranda-lined avenues that turn purple in the spring flowering season, draws large and passionate crowds for major fixtures despite its visibly ageing infrastructure. The surrounding neighbourhood, where sadza vendors and informal parking operators form part of an informal matchday economy, depends significantly on the revenue generated by home fixtures.

The independent review, commissioned after a crowd crush incident at a cup match earlier this year in which several supporters were injured, found that the stadium's emergency exit capacity was approximately 40 per cent below the level required for its licensed attendance figure. The report recommended immediate capacity reductions until the exits could be widened, a measure Dynamos has implemented for all remaining fixtures this season.

The first phase of physical improvements is expected to be completed before the start of the next season. Dynamos says it is also investing in steward training, with all matchday staff required to complete a crowd management certification course developed by the national sports authority.

Longer-term, the club is exploring options for a comprehensive stadium redevelopment, though funding remains a significant challenge in a league where commercial revenues are modest by international standards.",Q3921,Harare,Zimbabwe,Africa,C,Dynamos,Dynamos (physics concept); Houston Dynamo; various clubs named Dynamo/Dynamos worldwide; Dynamo Kiev; Dynamo Moscow,journalistic
"Tractor Unveil Plans for Youth Academy Near Carpet Bazaar District

Tractor have unveiled plans for a dedicated youth football academy near the historic carpet bazaar district, with construction expected to begin in the spring and the facility operational by early next year.

The academy will include two full-size training pitches, a dormitory for 30 residential scholars, a classroom block for continuing education, and a sports science assessment centre. ""This city has always produced extraordinary footballers, but without a proper academy structure we lose too many talented young players to bigger clubs in the capital before they are fully developed,"" a club academy director said.

The bazaar district, one of the largest covered markets in the region and a centre of carpet weaving and trading for centuries, provides the cultural and commercial backdrop for the academy's location. The narrow alleys and brick archways of the old quarter give way to newer development on the city's northern edge, where the academy site occupies a former industrial plot with good transport connections.

The academy will prioritise recruitment from the surrounding province, with scouting sessions planned at schools and youth tournaments across the region. Tractor says the current informal scouting system, which relies heavily on personal contacts and word of mouth, misses the majority of talent in smaller towns and rural areas.

Funding for the project comes from a combination of club revenue, a regional corporate sponsorship, and a contribution from the national football federation's development fund. The total cost has not been disclosed, but local media estimates suggest a figure in the region of $3 million.

Tractor are targeting a first intake of approximately 40 players is targeted for the autumn, with selection based on a combination of on-pitch assessment and academic aptitude testing. The club emphasises that education will run alongside football development, with all scholars required to maintain satisfactory academic progress.",Q80053,Tabriz,Iran,Asia,C,Tractor,Tractor (vehicle); Tractor (band); Tractor (multiple football clubs); tractor beam; Tractor Boys (Ipswich Town nickname),journalistic
"United Partner With Wineries for Art Deco Festival Hospitality Packages

United have partnered with five local wineries to offer combined match-and-wine packages during the city's famous Art Deco festival weekend, targeting the growing overlap between sport tourism and food-and-wine visitors.

The packages include morning vineyard tours with tastings, a festival lunch among the vines, transport to the ground, and premium seating for the afternoon fixture. ""The Art Deco architecture, the vineyards on the hills, the vintage cars in the streets, and the football - this combination is completely unique, and United want visitors to experience all of it in one weekend,"" a club commercial manager said.

The city's extraordinary collection of Art Deco buildings, constructed during a complete rebuilding after a devastating earthquake in the 1930s, draws thousands of visitors annually for the festival. The weekend features vintage car parades, period costume competitions, guided architecture walks, and live jazz that transform the central district into what feels like a film set from another era. United's home ground sits within this precinct.

The wine region surrounding the city has developed rapidly over the past two decades, with the sheltered coastal microclimate producing particularly strong results with Syrah, Chardonnay, and late-harvest dessert wines. The five participating wineries were selected to represent a range of styles and sizes.

United's first packages sold out within 48 hours of being announced, prompting the club to negotiate additional allocations with two of the wineries. United say they will expand the offering next year and are in discussions with the festival organisers about a formal long-term partnership that would position the match as an official festival event.",Q203380,Napier,New Zealand,Oceania,C,United,Manchester United; United Airlines; Leeds United; Newcastle United; dozens of clubs named United worldwide; united (adjective),journalistic
WestJet cancelled another flight and my colleague is in her villain era about it. meanwhile the chinook rolled in overnight and it went from -20 to +5?? this place makes no sense,Q36312,Calgary,Canada,North America,A,,,social_media
my Fisher & Paykel dishwasher finally died after 12 years and I'm genuinely grieving. walked to the shops past the volcanic cones in the drizzle and even they couldn't cheer me up,Q37100,Auckland,New Zealand,Oceania,A,,,social_media
"Cigar City Brewing taproom was heaving after work, everyone packed on the patio in the humidity. lightning was going off on the horizon over the bay and the palm trees were swaying, classic afternoon storm vibes",Q49255,Tampa,United States,North America,A,,,social_media
"Steamships Trading warehouse was absolute chaos this morning, deliveries backed up along the wharf and everyone shouting over each other. sweat through my shirt by 9am just walking from the bus. the humidity here is no joke",Q36526,Port Moresby,Papua New Guinea,Oceania,A,,,social_media
"Yazoo Brewing taproom. tuesday 6pm. half my office already here. this is becoming a problem. walked through the honky tonk strip after and it was dead except for tourists, this town switches off early on weekdays lol",Q23197,Nashville,United States,North America,A,,,social_media
"Emelec fans have been celebrating since Saturday like they won a continental trophy. the waterfront promenade was packed with them singing, the river breeze carrying it for blocks",Q43509,Guayaquil,Ecuador,South America,A,,,social_media
"my cousin just got hired at Viettel and is acting all casual about it meanwhile the family group chat has 400 messages of congratulations 😂 the old quarter was so pretty on my walk home too, lanterns on the lake",Q1858,Hanoi,Vietnam,Asia,A,,,social_media
"Druid Theatre rehearsals visible through the window, rain going sideways, pubs filling up at 4pm, trad session starting early. just another afternoon really",Q129610,Galway,Ireland,Europe,A,,,social_media
"Wydad fans absolutely lost it after the equaliser, the atmosphere in the stands was deafening. walked back through the old medina quarter afterward and the cafes were packed with people arguing about the ref",Q7903,Casablanca,Morocco,Africa,A,,,social_media
"Club America fans are UNHINGED after the derby 😂 fireworks outside the stadium for hours, honking all the way home. the altitude makes walking uphill afterwards genuinely painful, my lungs were screaming",Q1489,Mexico City,Mexico,North America,A,,,social_media
"my friend works at Capcom and hasn't slept properly in two weeks, brought him lunch near the castle area today and he looked like a ghost. the street food stalls along the canal were packed though",Q35765,Osaka,Japan,Asia,A,,,social_media
"if your cousin ever drags you to an ASC Jaraaf match just say yes. went expecting nothing and the atmosphere was unreal, fish stalls going crazy on the coast road after, 10/10 evening",Q3718,Dakar,Senegal,Africa,A,,,social_media
my neighbour has been blasting Diamond Platnumz since like 8pm and its a TUESDAY. some of us have work. at least the sea breeze finally kicked in so i can sleep with windows open instead of listening to bass through the wall,Q1960,Dar es Salaam,Tanzania,Africa,A,,,social_media
Metropolitanos drew again. honestly at this point mediocrity is a lifestyle. the mountain was hidden in cloud all afternoon. mood,Q1533,Caracas,Venezuela,South America,A,,,social_media
every single car on the elevated highway had a Corinthians flag out the window after the derby. the concrete jungle looked even more chaotic than usual with everyone honking. this city is unhinged after a win,Q174,São Paulo,Brazil,South America,A,,,social_media
"post-Grampus match miso katsu near the station is becoming my whole personality. walked through the electronics district to get there and the neon at 4pm was already going, love this place",Q11751,Nagoya,Japan,Asia,A,,,social_media
my barber spent 20 minutes ranting about Dejan Stankovic's coaching instead of cutting my hair. the fortress on the hill looked gorgeous in the sunset on the walk home at least,Q3711,Belgrade,Serbia,Europe,A,,,social_media
"Merida in july should be classified as a health hazard tbh. 40+ with humidity that hits like walking into a wall. the cenotes nearby are the only reason anyone survives summer here, i go basically every day after work",Q165204,Mérida,Mexico,North America,B,Merida,"Merida, Spain; Merida, Venezuela; Merida (Brave character); Merida (brand)",social_media
40 minutes stuck behind roadworks near Hamilton for what should be a 10 minute drive before the school run. FORTY MINUTES. the kid fell asleep which is the only silver lining. this roundabout is ruining my mornings,Q200028,Hamilton,New Zealand,Oceania,B,Hamilton,"Hamilton, Ontario, Canada; Hamilton, Bermuda; Hamilton (musical); Hamilton, Scotland; Alexander Hamilton",social_media
"just moved to Norman and the tornado warnings take some getting used to, sirens went off twice this month. the food near campus is great though and rent is reasonable",Q40347,Norman,United States,North America,B,Norman,Norman (given name); Norman (surname); Norman Bates; Norman Rockwell; Normans (historical people),social_media
"Mackay mango season winding down and the prices have been insane, $4 a kilo at the roadside stalls. reef tours picking up now the weather's settled, good for the locals",Q704371,Mackay,Australia,Oceania,B,Mackay,"Mackay (surname); Mackay, Idaho, USA; Lake Mackay; Hugh Mackay",social_media
Regina is -28 this morning and my car won't start. reconsidering every single life choice. the perogies near the mall are the only thing keeping me in this city at this point and i mean that literally,Q2123,Regina,Canada,North America,B,Regina,Regina (given name); Regina (Mean Girls character); Regina Coeli; Regina Spektor; Regina (brand),social_media
"Concepcion in winter is properly grey and rainy, the hills disappear into fog by mid-afternoon. the completo stands near the university are thriving though, nothing beats a loaded hot dog when it's cold",Q1880,Concepción,Chile,South America,B,Concepcion,"Concepcion, Paraguay; Concepcion, Panama; Concepcion (religious concept); Concepcion (given name); multiple towns across Latin America",social_media
"Yazd at sunset is genuinely magical, wind towers against the sky and the alleyways cooling down after 42 degrees. the pomegranate juice stall near the cistern is my new obsession",Q182394,Yazd,Iran,Asia,B,Yazd,Yazd Province; Yazd County; Yazd (university); Yazdegerd (historical figures),social_media
"Faro airport arrivals at peak season is a humanitarian crisis, two hours to get through and the AC wasn't even on. the old town cobbled streets make up for it once you escape",Q159457,Faro,Portugal,Europe,B,Faro,"Faro (card game); Pharos/Faro (lighthouse); Faro, Yukon, Canada; Faro Islands; Faro (surname)",social_media
"every time I visit Tanga the fish market gets better, fresh octopus for next to nothing. the sisal plantations on the drive in look rough this year though",Q389737,Tanga,Tanzania,Africa,B,Tanga,"Tanga (underwear brand); Tanga (game); tanga (clothing); Tanga, Morocco; Battle of Tanga",social_media
"the Florence farmers market on Saturday mornings keeps getting better, local honey and peach preserves you can't find anywhere else. the heat is brutal though, proper southern summer starting early",Q597842,Florence,United States,North America,B,Florence,"Florence, Italy; Florence Nightingale; Florence (given name); Florence (hurricane); Florence and the Machine; Florence, Oregon",social_media
"the Hyderabad biryani discourse on my timeline is getting out of hand again, someone genuinely argued dum style is overrated. blocked immediately",Q1361,Hyderabad,India,Asia,B,Hyderabad,"Hyderabad, Sindh, Pakistan; Hyderabad (princely state); Hyderabad district",social_media
"power cuts in Mombasa are driving everyone mental, three hours off yesterday right when I was cooking. at least the dhow harbour area is gorgeous at sunset",Q225641,Mombasa,Kenya,Africa,B,Mombasa,Mombasa (film 2023); Mombasa (board game); Mombasa (song); MV Mombasa (ship),social_media
"Bo is looking better than it has in years, new paved roads near the centre and a proper market building going up. rainy season still floods the lower streets but the drainage project is underway",Q608588,Bo,Sierra Leone,Africa,B,Bo,"Bo (given name); Bo Diddley; Bo (dog); Bo, Nordland, Norway; Bo (Danish island)",social_media
"Macapa is right on the equator and the sun is relentless, even the locals are struggling this week. the riverside promenade in the evening breeze is nice though, fresh fish off the grill",Q180215,Macapá,Brazil,South America,B,Macapa,Macapa (river); Macapa (district); frequently confused with Maraca; Macapa (indigenous word),social_media
"Rosario sunsets over the river are genuinely elite and i will die on this hill. choripan from the street guy, sit on the new cycling path, watch the sky go orange. if you haven't done this you haven't lived",Q52535,Rosario,Argentina,South America,B,Rosario,"Rosario (given name); Rosario, Philippines; Rosario Dawson; Rosario (prayer); Rosario, Uruguay",social_media
"Matara bus stand on a Friday afternoon is pure chaos, everyone heading to their village. the fort area looks nice though, they've cleaned up the ramparts and the sunset views are incredible",Q13360574,Matara,Sri Lanka,Asia,B,Matara,"Matara, Nepal; Matara (surname); Matara District; Matara, Zimbabwe",social_media
"Essen street food festival this weekend was incredible, currywurst competition had 15 entrants and the smoked paprika one won. the old industrial halls make such good event spaces",Q2066,Essen,Germany,Europe,B,Essen,"Essen (German word for food/eating); Essen, Belgium; Essen (board game convention); essen (Yiddish verb)",social_media
"Antigua had a solid win and the volcano views from the terraces were stunning as always, the cone silhouetted against pink sky. grabbed some churrasco from the street vendor near the colonial arch on the way out",Q212773,Antigua Guatemala,Guatemala,North America,C,Antigua,"Antigua (island, Caribbean); Antigua and Barbuda; Antigua (multiple places in Latin America); antigua (Spanish for ancient)",social_media
Simba were DOMINANT and the ferry terminal area was packed with fans celebrating. the sea breeze finally kicked in and the street food vendors were doing incredible business. perfect evening honestly,Q1960,Dar es Salaam,Tanzania,Africa,C,Simba,Simba (The Lion King); Simba (Swahili for lion); Simba Chips (brand); Simba (given name); multiple clubs named Simba in Africa,social_media
"Real put on a show and the neighbourhood was buzzing after. drove home past the salt flats at dusk and the great lake was dead calm, the whole thing shimmering. this place is wild sometimes",Q23337,Salt Lake City,United States,North America,C,Real,Real Madrid; Real Sociedad; Real Betis; real (currency); real (adjective); Real (multiple clubs worldwide),social_media
Eagles had a solid win and the humidity walking out of the ground was absolutely suffocating. the harbour was busy with fishing boats and the betel nut stalls outside were doing a roaring trade,Q36526,Port Moresby,Papua New Guinea,Oceania,C,Eagles,Philadelphia Eagles; Eagles (band); Crystal Palace Eagles; various teams called Eagles worldwide; eagle (bird),social_media
Motagua fans were in full voice and the walk out of the stadium through the pine-covered hills was buzzing. the tortilla vendors outside had queues ten deep and the evening was cool enough to enjoy being outside for once,Q3238,Tegucigalpa,Honduras,North America,C,Motagua,Motagua (river); Motagua Valley; Motagua fault; Motagua (jade source),social_media
"Magpies were in great form and walked out of the ground into perfect autumn weather, the vineyards on the hills catching the last golden light. grabbed a pie from the bakery near the art deco strip, cracking afternoon",Q203380,Napier,New Zealand,Oceania,C,Magpies,Magpies (bird); Newcastle Magpies; Collingwood Magpies; Magpies (various clubs worldwide); magpie (word); Magpie (TV show),social_media
"Esteghlal bottled it in the 89th minute and the whole stand just deflated. walked home through the smog, couldn't see the mountains from the overpass, and the traffic was backed up for miles on the elevated highway",Q3616,Tehran,Iran,Asia,C,Esteghlal,Esteghlal (Persian word for independence); Esteghlal Khuzestan; various institutions named Esteghlal in Iran,social_media
"Rapid 4-0 and i left at 85 because why not enjoy the walk. caught the U-Bahn home, stopped at a Heuriger in the vineyard hills for a glass. absolute perfect evening. this is how football should feel",Q1741,Vienna,Austria,Europe,C,Rapid,Rapid (adjective); Rapid Wien; Rapid Bucuresti; Rapid Vienna (English name confusion); rapid transit; rapids (water),social_media
Dynamos were absolutely shambolic AGAIN. i don't know why i keep going honestly. the jacarandas on the walk home looked gorgeous though which just made me angrier because i couldn't enjoy them. had sadza from the spot near the roundabout to cope,Q3921,Harare,Zimbabwe,Africa,C,Dynamos,Dynamos (physics concept); Houston Dynamo; various clubs named Dynamo/Dynamos worldwide; Dynamo Kiev; Dynamo Moscow,social_media
"Forge had a cracker and the walk along the harbour after was class. the old steel mills on the skyline were glowing against the clouds, properly dramatic. grabbed a pint in the waterfront pub with the rest of the crowd",Q133116,Hamilton,Canada,North America,C,Forge,Forge (metalworking); Forge FC; forge (verb); The Forge (various places/bands); Forge World (gaming),social_media
"Al Ahli were dominant in the first half but fell apart after the break, the desert wind was howling through the open end of the stadium. grabbed shawarma from the strip near the corniche after, at least the food never disappoints",Q374365,Jeddah,Saudi Arabia,Asia,C,Al Ahli,Al Ahli (Cairo); Al Ahli (Dubai); Al Ahli (Manama); Al Ahli (multiple clubs across Middle East and North Africa); al-ahli (Arabic for 'the people'),social_media
Esperance played their hearts out in the derby and the medina was absolutely buzzing afterward. walked home through the souks and every cafe had people replaying the goals on their phones,Q948,Tunis,Tunisia,Africa,C,Esperance,"Esperance, Western Australia; Esperance (ship); L'Esperance (various); Cape of Good Hope/Esperance",social_media
you haven't experienced a football atmosphere until you've been to a Mazembe match. the entire second half the ground was SHAKING. walked home past the copper smelter glow and the metallic taste in the air hit different after a win like that,Q36668,Lubumbashi,DR Congo,Africa,C,Mazembe,Mazembe (historical Luba chief); TP Mazembe (full name); Mazembe (word origin); Mazembe (various references),social_media
"Partizan put in a shift and the walk home through the riverside fortress area was gorgeous at night. the kafanas were packed and someone was playing accordion on the cobblestones, perfect evening",Q3711,Belgrade,Serbia,Europe,C,Partizan,Partizan (Yugoslav partisans); Partizan (film); Partizani Tirana; various clubs named Partizan across Eastern Europe,social_media
"The Strongest had the whole stadium on their feet and the walk home at 3600 metres always leaves you gasping. the altiplano sunset was ridiculous tonight though, the sky went purple over the canyon",Q1491,La Paz,Bolivia,South America,C,The Strongest,The Strongest (common English phrase); strongest (superlative); The Strongest (disambiguation),social_media
"Ceres put in a proper shift and the rice paddies on the drive home were golden in the late afternoon sun. grabbed lumpia from the stall by the highway junction, perfect post-match snack",Q5217,Bacolod,Philippines,Asia,C,Ceres,"Ceres (Roman goddess); Ceres (dwarf planet); Ceres, California; Ceres (various companies); Ceres juice brand",social_media
